job_id,job_title,company_name,location,hourly_min,hourly_max,salary_type,job_type,recruiter_name,recruiter_email,posted_date,description_short,skills_tags,url
925432,Junior Graphic Designer /  Production Artist,Wicked Agency LLC,"Hermosa Beach, CA",,,Annually,Permanent,Shannon Robinson,,2026-01-08 19:43,boutique agency is seeking Junior Graphic Designer / Production Artist to join their team full-time. This is an excellent opportunity for an ambitious designer looking to grow their skillset and play ,"Adobe Creative Suite, google suite, Figma, Print experience, Digital Experience, Real Estate, Hospitality, Clickup, Dropbox",https://candidateportal.creativecircle.com/job-detail/925432
925422,Conversation Designer,Centene Corporation,"St. Louis, MO",50,59.59,Hourly,Contract,Sammy Realon,,2026-01-08 18:59,Conversation Designer (Healthcare IVR & Chat Botts) Position Overview We are seeking an experienced Conversation Designer with focus on conversation design to enhance user interactions through intuiti,"Interactive Voice Response (IVR), conversation design, Accessibility WCAG",https://candidateportal.creativecircle.com/job-detail/925422
925276, Graphic Designer,Ulta Beauty Inc.,"Bolingbrook, IL",37,40,Hourly,Contract,Donna Ruch,,2026-01-07 20:37,"Retail Graphic Designer Overview of the Role We are seeking talented Graphic Designer to create and execute design solutions for in-store and print channels, delivering cohesive and elevated brand exp","Photoshop, Illustrator, Based on the job title provided, InDesign, Typography, Layout Design, Branding, Web Design, User Interface (UI), Print Design",https://candidateportal.creativecircle.com/job-detail/925276
925251,Junior Graphic Designer (Social Media),"Home Franchise Concepts (Budget Blinds, Tailored Living, Concrete Craft)","Orange, CA",25,28,Hourly,Contract,Kimberly Murray,,2026-01-07 19:04,"Our client in the home services space is seeking REMOTE Junior Graphic Designer to join their growing marketing team. This role will have specific focus on social media, including creating engaging gr","Social Media, Adobe Creative Suite, Photoshop, Illustrator, InDesign, Layout Design, Typography, Branding, Digital Marketing",https://candidateportal.creativecircle.com/job-detail/925251
925191,Product Designer,Frontgate,"West Chester, OH",35,40,Hourly,Contract,Tara Freihofer,,2026-01-07 13:26,Product Designer Position Overview We are seeking two fully-remote freelance Industrial Product Designers to support design initiatives across multiple of our furniture clients business segments. Thes,"rhino, Product Designer, CAD, furniture",https://candidateportal.creativecircle.com/job-detail/925191
925127,Social Media Designer ,Kichler,"Solon, OH",35,40,Hourly,Contract,Casey Buss,,2026-01-06 20:16,"Social Media Designer Location: Fully remote Hours: 10 hours per week uration: Through March Pay Range: $35-$40 per hour Start: Mid/Late January Job Description Our client, high-end lighting company s","Adobe Express, Social Media Templates, Instagram, Youtube, FaceBook, After Effects, Photoshop, Illustrator, Social Media Design, Motion",https://candidateportal.creativecircle.com/job-detail/925127
925035,Presentation Designer,Waites,"Covington, KY",38,40,Hourly,Contract,Austin Callaway,,2026-01-06 16:04,"Our client, global manufacturing company, has an immediate need for Presentation Designer with Google Slides expertise. This fully-remote, part-time position starts as soon as we've identified the ide","Graphic Design, Presentation Software, Data Visualization",https://candidateportal.creativecircle.com/job-detail/925035
924815,Digital Designer (Ecommerce),Southern Graphics System Canada Co. (SGS) dba Marks,"Toronto, ON",40,46,Hourly,Contract,Natalie Panetta,,2025-12-30 15:04,"Senior Digital Designer (E-commerce) Duration: 4-6 weeks, with possible extension Rate: $40-46/hr Starts: January 2026 Our client is looking for Senior level Digital Designer to join their team for 4-","Photoshop, Illustrator, InDesign, Typography, Layout Design, Digital Design, Print Design, Production, PowerPoint",https://candidateportal.creativecircle.com/job-detail/924815
924335,Service Designer,Accenture Canada,"Toronto, ON",55,65,Hourly,Contract,Gillian Singerman,,2025-12-19 21:04,"Our client is looking for Service Designer to join their team for 3+ months, 40 hours per week, starting in January/February. This will be remote, and 9-5 est. You must be based in Canada. You must ha","Prototyping, Wireframing, Journey Mapping, Service Blueprints, Interaction Design, experience design, Stakeholder Engagement, usability testing, Design Thinking, Customer Experience (CX)",https://candidateportal.creativecircle.com/job-detail/924335
923281,Senior Product Designer,Abbott,"Alameda, CA",65,70,Hourly,Contract,Brenna Belardinelli,,2025-12-11 14:31,"Senior Product Designer Position Overview We are seeking Senior Product Designer to lead the design of web and mobile applications. In this role, you will define product functionality, aesthetics, and","User Interface Design, Prototyping, Wireframing, Interaction Design, Visual Design, User Research, Design Thinking, Adobe Creative Suite, Sketch, Figma",https://candidateportal.creativecircle.com/job-detail/923281
923100,Lead Product Designer,Humana,"Louisville, KY",,,Annually,Permanent,Tara Freihofer,,2025-12-10 13:16,"Lead Product Designer Position Overview Our Health Insurance Client is seeking Lead Product Designer to join their Identity & Access Management (IAM) product team. In this pivotal role, you will drive","Figma, Product Design, Identity and Access Management, UX",https://candidateportal.creativecircle.com/job-detail/923100
836450,Senior UI/UX Designer,Market America,"Greensboro, Los Angeles, Miami, New York, NC, CA, FL, NY",,,Annually,Permanent,Bailey O'Connell,,2025-11-21 17:37,"Our eCommerce client is looking for full-time Senior UI/UX Designer. This role will lead the design of engaging, user-friendly e-commerce experiences across web and mobile platforms, driving conversio","Wireframing, Figma, usability testing, Interaction Design, HTML, CSS, JavaScript, Responsive Design, User Research, Visual Design",https://candidateportal.creativecircle.com/job-detail/836450
836436,Senior Product / UI Designer,Thrivent Financial,"Minneapolis, MN",65,80,Hourly,Contract,Allie Gribble,,2025-11-21 16:46,"Our client, financial service organization, is seeking an accomplished Senior Product / Visual Designer with to help lead their team in crafting intuitive and impactful user experiences across our dig","UX, UI, Digital Design, Visual Design, Product Design, Financial Services",https://candidateportal.creativecircle.com/job-detail/836436
835911,Revit Designer,Janson Communications,"Atlanta, GA",50,60,Hourly,Contract,Shannon Scheetz,,2025-11-18 13:53,We are seeking highly creative and technically skilled 3D Designer (with Revit experience) who excels in architectural visualization and conceptual design. This role requires someone who can lead proj,"Revit, BIM, Design",https://candidateportal.creativecircle.com/job-detail/835911
832852,Digital Designer,Other.,"Toronto, ON",28,33,Hourly,Contract,Natalie Panetta,,2025-10-21 18:55,"Digital Designer Start Date: week of February 23rd Duration: 3+ months, approx. 30 hrs/week 4.5 days/week (Friday afternoons off) Fully remote Rate: $28-33/hr. Our client is looking for talented and a","Design, Photoshop, Meta, paid ads, Illustrator, After Effects",https://candidateportal.creativecircle.com/job-detail/832852
